,44
"The Misses Beatrice Capulet, Louise Abrams, Gertrude Moyer, Emily Miles, Clara Lloyd, Nancy Smith, Flora Russell, Libbia Diamond, Madge Vincent, Edna Chase, Frances Nelson, Sadie Carr, Marjorie Purcell, Frances Duront, Vera Olcott, Katherine O'Neill",1
"The Misses Elsa Reinhardt, May Willard, May Hopkins, Gladys Breston, Hazel Robertson, Lynn D'Arcy, Edna Caruthers, Gladys Feldman, Hermoine Brown, Nettie Lyon, Grace Grindell, Martha Dean",1
T.E.B. Henry,1
John C. Hickey,1
M.A. Kelly,1
Franklyn Horton,1
Charles Lawrence,1
John C. Leslie,1
Frederic Morris,1
Percy Haswell,1
Juliet Shelby,1
George Thatcher,1
Mamie Lincoln,1
Lawrence Merton,1
Fred Kley,1
William B. Mack,1
Dustin and William Farnum,1
Maggie Pepper,1
E.M. Holland,1
Joseph Monehan,1
Nedra Depp,1
Maurice Cass,1
Roy Hoyer,1
Marjorie Gateson,1
Blanche Morrison,1
Helen Larkins,1
Irene Medora,1
Laura Lyle Smith,1
Charles Anderson,1
Harry Depp,1
Albert Stuart,1
John Alexander,1
Edna Munsey,1
Colin Campbell,1
F. Stanton Heck,1
Margaret Anderson,1
Paul Everton,1
Maidel Turner,1
Josephine Victor,1
Edward J. Mack,1
Katherine La Salle,1
Annie Mack Berlein,1
Katherine Harris,1
Noel Arnold,1
Miss MacDonald,1
Charles W. Meyers,1
Miss Frances Du Barry,1
Edward Metcalf,1
Vincent Sullivan,1
Isabel C. Francis,1
Miss Gertrude Rudd,1
Mr. Edward Metcalf,1
Mr. Charles W. Meyers,1
Miss Elizabeth Bell,1
Mr. Arthur Thalasso,1
Miss Gertrude Holland,1
Miss Beatrice Singer,1
Miss Anitra MacTavish,1
Miss Isabel C. Francis,1
Mr. Vincent Sullivan,1
Mr. Albert Van Sand,1
Mr. Jack Gibson,1
Mr. R. Rhys,1
Mr. Dick Van Dyck,1
Mr. Karl Porter,1
Mr. Otto Wilson,1
Miss Violet Laurel,1
Miss Anitra McTavish,1
Edward Kline,1
Miss Bowen,1
Miss Beth Stone,1
Mr. Lomax,1
Lew Welch,1
Edward Shoben,1
Joseph Sterling,1
"Fred Fleck, Jr.",1
W. H. Leyden,1
J. Irving Southard,1
Robert Barber,1
Lester Williams,1
Walter Smith,1
Jane Fearnley,1
Katherine DeBarry,1
Jean King,1
Mildred Barker,1
Francisca Rotolio,1
Lew Weich,1
Thos. J. Tempest,1
Frank Maher,1
Jules Jordan,1
Mabel Vanette,1
Mrs. Frank Chapman,1
Ethel Munson,1
Ella Hughes,1
Clare Evans,1
Graham Earle,1
Corwin Luskmoor,1
Josephine Baldwin,1
John A. Robb,1
Katherine Maddox Wayne,1
Frank Minzey,1
Jessie Ralph,1
Margaret McWade,1
Warner Oland,1
George W. Barnum,1
Harrison Hunter,1
Gertrude Dalton,1
R. H. Hudson,1
Frances Kennedy,1
Donald Macdonald,1
E. L. Fernandez,1
Wallace Owen,1
William Pruette,1
Allen Kearns,1
Thomas Fulton,1
Katherine Belkan,1
Millie Dupree,1
Catherine Milligan,1
Helen Lee,1
Geraldine La Meer,1
Mildred Barret,1
Anita Barretto,1
Lillian Lawrence,1
Jane Barry,1
Sally Ronayne,1
Madge Giffin,1
Dorothy Stevens,1
Marjorie Barnes,1
Louise Grant,1
Laura Brown,1
F. Carey,1
F. More,1
J. Maloney,1
J. Mills,1
Wallace Ford,1
Wilfred Draycott,1
Bianca Robinson,1
Jean Murdoch,1
Edith Page,1
Mrs. Adeline Stanhope Wheatcroft,1
John B. Hollis,1
Elizabeth McNiff,1
Gaston Bell,1
Barbara Tennant,1
Carlotta Doty,1
Alice John,1
Reginald Mason,1
Mrs. Fiske,1
New York Lyceum Theatre Company,1
John S. Robertson,1
Frederick Malcolm,1
E.Y. Backus,1
Harry Davenport,1
Karra Kenwyn,1
Hazel Malcolm,1
Maud B. Sinclair,1
Lillian Thurgate,1
E. Y. Backus,1
Charles Dillingham,1
Fred A. Sullivan,1
Edward McNulty,1
Malcolm Grindell,1
George Scannell,1
Harry Prew,1
Emily Powers,1
Sadie Hill,1
Mabel Hill,1
Vinnie Mason,1
Ruth Pecan,1
Eunice Hamilton,1
Louise Owen,1
Hazel Rosewood,1
Edna Leonard,1
Claudia Esmond,1
Marjorie Purcell,1
Libbia Diamond,1
Nancy Smith,1
Louise Abrams,1
Elaine Hall,1
Grace Grindell,1
Edna Caruthers,1
Lynn D'Arcy,1
Hazel Robertson,1
May Hopkins,1
"The Aerial Shaws, Exclusive Feats, Marvelous Skill and Perilous Execution on the Trapeze",1
"Gus. Hibbert and Harold Kennedy, ""Colored, But Not Born That Way.""",1
"Mr. Tameo Kajiyama of Japan, In His Caligraphic Exhibition of Psychological Interest",1
Kathleen Clifford,1
"Ned Munroe and Chas. A. Pusey, ""Just Blacked Up.""",1
"John and Mae Burke, ""A Ragtime Soldier""",1
"Schiavoni Troupe, Wonderful European Acrobats",1
"Bobby Watson, Assistant to Liane Carrera",1
Leonard McGarvey,1
Martin Hickey,1
Walter White,1
Edgar Allyn,1
Will Oakland,1
Anthony Andre,1
Joseph Kisher,1
G. H. Beurmann,1
Adelaide Prince,1
Edith Campbell,1
Alice Claire Elliott,1
Bruce McRae,1
Rex McDougall,1
Westropp Saunders,1
Daisy Adams,1
Florence LeClercq,1
Tommy Tobin,1
Kenyon Bishop,1
Joe Barlow,1
G. Berliner,1
Mr. Bores Thomashefsky,1
Thomashefsky's Theatre Company of New York,1
Edwar Garvie,1
Wm. S. Lyons,1
T. J. McMahon,1
Wm. Eville,1
F. C. Butler,1
F.C. Butler,1
T.J. McMahon,1
Frank Moulan,1
May De Sousa,1
Thomas W. Ryley,1
May De Sousa and Frank Moulan,1
James Gardner,1
Wilmer Bentley,1
Beatrice Noyes,1
James Cody,1
Charles E. Sturges,1
Adelle Adams,1
Frank Hand,1
Raymond Van Sickle,1
Frank Beamich,1
Marion Stephenson,1
G. Davison Clark,1
Charles Mathews,1
Cherrie Carlisle,1
Helen Leslie,1
Alice Warren,1
George Parsons,1
Jessie Graham,1
Eva Mae Francis,1
Lorena Atwood,1
Joseph Allen,1
Jeanette Horton,1
Roy Fairchild,1
Martin L. Alsop,1
Claude Brooke,1
Carleton Macy,1
