,44
Miss Ida Brooks Hunt,1
"The Great Tornados, Sextette of Aerial Twirlers and Athletes",1
"La Toy Brothers, Pantomimists",1
Miss Ray Dooley and The Metropolitan Minstrels,1
"""Lora"" The Girl in the Parrot",1
"Ethel Kirk and Billy Fogarty, A Bright Melange of Patter and Song",1
Ed. Gallager and Joe Fields,1
"Kellar Mack and Frank Orth, Popular Song Writers",1
Gordon Dooley,1
Bee Dingas,1
George Loff,1
Gene Carrick,1
Ed. Gallager,1
Joe Fields,1
Jack Sheek,1
Roy Walling,1
Lillian Rambeau,1
Marjorie Rambeau,1
Miss Tilne Stork,1
Corinne Sales,1
Marian Chapman,1
Allan Dinehart,1
Ann Heritage,1
Perrin Somers,1
Bernard A. Reinold,1
"The Stanleys, Silhouette Fun in Shadowland",1
"Ethel Levey, In Her World-Famous Songs and Dances",1
"Francis Dooley, In ""That's Silly""",1
Allan Dinehart and Ann Heritage,1
Bernard A. Reinold and Company (Dietrich Dinkelspiel),1
William A. Weston and Franklyn Mae,1
Geo. McKay and Ottie Ardine,1
"Herbert Williams and Hilda Wolfus, Presenting ""Almost a Pianist""",1
Curt Karpe,1
Charles White,1
Tully Langdon,1
Harry Langdon,1
"Mable Russell, Assistant to Eddie Leonard",1
"Lydia and Albino, European Novelty Equilibrists",1
"Dorothy Brenner and Jos. Ratcliff, In ""At the Flower Stand""",1
William J. Dooley and a Company of Juveniles in Imitations of Stage Celebrities,1
Eddie Leonard,1
"Sully and Hussey, The Sportsman and the Valet",1
The Langdons,1
"Woodward's Pansy Dogs, Presenting Beautiful and Artistic Novelties in Animal Statuary",1
"""The Graphophone Girl,"" Originated by Adeline Francis",1
"Lamb's Mannikins, Novelty Marionette Offering",1
"Madge P. Maitland, Offering a Repertoire of Original Songs Sung in Her Own Individual Manner",1
"Dick The Handwriting Dog, The only dog in the world that writes and draws with pen and ink on paper",1
"Marshall Montgomery, America's Greatest Ventriloquist",1
W. L. Abingdon And His Own Company,1
"George W. Cooper and Wm. Robinson, Vaudeville's Most Famous Colored Comedians",1
"Raymond and Caverly, The Wizards of Joy",1
"Rose Pitonof, The Greatest Long Distance Swimmer in the World",1
Mons. Joe E. Helsey,1
W. L. Abingdon,1
David Powell,1
Neal McCay,1
Mrs. Elizabeth Blackburn,1
"Miss Robbie Gordone, Classic Reproductions of Famous Statues",1
"Bison City Four:  Messrs. Milo, Girard, Hughes and Roscoe",1
"John and Winnie Hennings, ""The Kill Kare Kouple""",1
"Carl Randall, Assistant to Emma Carus",1
Renfax Singing Pictures,1
"The Pedersen Brothers:  Carl and Victor, Aerial Comedians Featuring the Famous ""Pedersen Trick""",1
El. Brendel,1
"Guy J. Sampsel and Edith Reilly, Fashion Plate Entertainers",1
Felix De Marce's European Circus,1
Mary O'Neill,1
Lena Mandoza,1
Edmund Forde,1
"The Three Renards, In Their Original Aerial Teeth Act",1
"Joan Sawyer and John Jarrott, Society's Favorite Dancers",1
"Rae Eleanor Ball, America's Favorite Lady Violiniste",1
Albert Perry,1
"Libby and Barton, Unique Unicyclists and Originators of Daring Feats",1
"Ted and Uno Bradley, Talking and Singing Comedians",1
"Lou Stepp, Edward Goodrich and John King, Offering Their Own Original Idea in Music, Comedy and Song",1
Heen Alton,1
Ernest Armour,1
Stefano Pettine,1
Stanley Jessup,1
Beatrice Moreland,1
Marion Littlefield,1
Beatrice Moreland and Company,1
"The Gee Jays:  George and Ida, In Their Miniature Stage Production",1
"Adler and Arline, Novelty Entertainers Par Excellence",1
"Will Roehm's Athletic Girls, Feminine Physical Champions",1
"John Boyle and Walter Brazil, Singing and Dancing",1
"La Vier, Dauntless Doings Aloft",1
"Nat M. Wills, ""The Happy Tramp""",1
"Marion Littlefield's ""Florentine Singers""",1
"The Wheelers and Company, The Laughing Success, ""Fun on the Boulevard""",1
"Eva Tanguay, The Cyclonic Comedienne",1
"Lozano Troupe, Largest Troupe of Tight-Wire Performers in the World",1
Joe Boganny's Royal Lunatic Bakers,1
"Britt Wood, The Famous Rube Comedian",1
"H. T. MacConnell, ""The President of the 13 Club""",1
"Stickney's Circus, Vaudeville's Cutest Animal Offering",1
"Jack Ward and Eddie Weber, The Terpsichorean Entertainers",1
Mr. and Mrs. Perkins Fisher,1
Perkins Fisher,1
Florence Fisher,1
"Adonis, The Act Beautiful",1
"The Great Jungman Family, A Sensational Sextette, Marvelous Aerial Artists from Germany, in Death-Defying Feats",1
"Mike Bernard and Willie Weston, Presenting their Latest and Best Repertoire of Musical and Song Hits",1
Wm. H. Macart and Ethlynne Bradford,1
Edmund Breese,1
"Chas. Cartmell and Laura Harris, The Favorite Singing and Dancing Duo",1
"Ed. Corelli and Chas Gillette, The Odd Pair",1
"Marie McFarland, The American Melba",1
"Mr. Frank Fogarty, The Dublin Minstrel",1
The Robert De Mont Trio,1
Wm. H. Macart,1
Ethlynne Bradford,1
Harriet Davis,1
Frank Lewis,1
"Those French Girls (The Amoras Sisters), In Song, Dance, Mirth and Physical Culture Demonstrations",1
"Eva Fay, The High Priestess of Mysticism in Thaumaturgy",1
"Those Four Entertainers, Singers Par Excellence",1
"Amelia Bingham, The World-Renowned Actress",1
"Bessie Reno and ""The Misfit Army""",1
"Robert Emmett Keane, ""The American Englishman""",1
Chas. Howard and Joe Ratliff,1
"The Flying Russells, Establishing an Aerial Speed Limit",1
"Jed and Ethel Dooley, Versatile Entertainers",1
Dorothy Hayden,1
Owen McGiveney,1
Henry Chesterfield,1
Julia Nash,1
Ada Lane,1
"Three Shelvey Boys, An Original Athletic Feature",1
"Alexander Brothers, World's Greatest Ball Bouncers",1
"Owen McGiveney, The Irish Protean Actor",1
John Geiger And His Talking Violin,1
Julia Nash and Company,1
Wheeler and Wilson,1
Jack Wilson,1
"Ioleen Sisters, Australian Sharpshooters on the Wire",1
"Marie Dressler, Musical Comedy's Most Scintillating Stellar Light",1
"Lena Pantzer, A Dancing Divertisement, On a Spade--On the Wire--On the Floor",1
"Armstrong and Ford, The Copper and The English Johnnie",1
"Bert Levy, The Famous Artist-Entertainer",1
"Harry Fox and The Millership Sisters, Artistic Oddities",1
"Tom Terriss, And His English Company of Charles Dickens Players",1
"Work and Play:  Frank and Jewell, America's Representative Acrobatic Comedyists",1
"William Rock and Maude Fulton, Spectacular Songs and Dances",1
"The Frey Twins, Statuesque Athletes In Pastimes of the Palestra",1
William Rock and Maude Fulton,1
Frank-WORK and PLAY-Jewel,1
Tom Terris,1
Harry Fox and The Millership Sisters,1
Armstrong and Ford,1
Lena Pantzer,1
Tom Terriss,1
Gordon Begg,1
Stuart Paton,1
Louis Carruthers,1
Ethel Patrick,1
Jessie Silver,1
W. Lewin,1
Frederick Epiteaux,1
Bailey Hick,1
Iffi Engel,1
Curt Wehrle,1
Heinrich Mattaes,1
Fritz Beyer,1
Hanni Brookmann,1
Cenzi Gotzer,1
Max Helfer,1
Kurt Wehrle,1
Cenzi Goetzer,1
Cenci Goetzer,1
Hans Koebes,1
Karl Ralph,1
Rudolf Lachner,1
Kurt Manthey,1
Curt Bachwitz,1
Hermann Korn,1
Paul Nadler,1
Ernst Mantey,1
Irving Place German Theatre Players,1
"Edgar Berger, Flexible Equilibrist",1
"Marie Fenton, The Melody Maid",1
"Isabelle D'Armond and Frank Carter, In Bright Bits",1
Myles McCarthy,1
Searl Allen and Company,1
Ward and Curran,1
"John F. Conroy, World's Greatest Life Saver (137 Lives Saved)",1
"Taylor Holmes, New Songs, New Stories, New Witticisms",1
"Three Alex, European Ring Artists",1
George Bixby,1
Henry Hull,1
Philip White,1
Inez Buck,1
Harry Goode,1
J. H. Purcell,1
Chas. Schuller,1
Adrian Bellevue,1
John Fennessy,1
Gertrude Rose,1
Joseph Downs,1
Rhea Venola,1
Lew Krouse,1
"The Rosaires, Wire Experts",1
"Dick Gardner and Anna Revere, A True Variety Act",1
"Louise Galloway, Joseph Kaufman and Company",1
"George Lyons and Bob Yosco, The Harpist and the Singer",1
"Mazeppa, the Educated Horse",1
Adele Lovenberg,1
William Purcella,1
Mike Orben,1
Joseph Kaufman,1
Catherine Bronson,1
Jean Whitney,1
Sam Williams,1
James S. Murray,1
W. C. Gordon,1
Cecil Renard,1
L. M. Worth,1
Marie Lorens,1
Bertha Carlisle,1
Robert Hickey,1
William Warren,1
Jack Goodall,1
Gertrude Roland,1
Chas. Kuhnon,1
DeForest La Fleur,1
Marguerite Crittenden,1
Bertha Creighton,1
Stafford Pemberton,1
Jack Clinton,1
Evelyn Hall,1
Marjorie Roland,1
"Bertie Herron and Bonnie Gaylord, ""Two Corking Girls""",1
"Morris Goldin, The Yiddle with The Fiddle",1
"El Rey Sisters, Clever Skaters",1
Louis Casavant,1
"Geo. A. Wright, Jr.",1
J. D. Chadwick,1
Frederick Calvin,1
Steve Hickey,1
Harold Woolf,1
Madge Voe,1
Blanche Bender,1
Frederick R. Seaton,1
"The Castillians, In Bronze and Verdigris Reproductions of the World's Masterpieces in Statuary",1
"Deiro, Original Master of the Piano Accordion",1
"Ray Cox, Comedienne",1
"The Four Bards, Gymnasts",1
"Ernie and Ernie, The Monopede and the German Girl",1
"Franker Wood and Bunee Wyde: Music, Rhyme and Reason",1
Blanche Bender and Company,1
"Mae West, The Eccentric Comedienne",1
"Eddie Lo-Ve and Jannette Wilbur, The Flying Meteor and the Aerial Venus",1
"Asaki, The Juggling Jap on Roller Skates",1
"The Melody Lane Girls, They Sing -- That's All",1
"Rosa Crouch and George Welch, ""That Lively Pair""",1
"The Berrens, In a Musical Novelty",1
"Johnny Johnston, Singing the Entire Overture with my own Comedy Words",1
Miss May Tully and Company,1
James F. Kelly and Emma Pollock,1
"Empire Comedy 4, America's Funniest Quartette",1
"Joe Jenny, German Comedian",1
"Watson's Farmyard Circus, A European Novelty for All Children Aged Six to Sixty",1
Melanie Miller,1
Ferrell Desmond,1
Eleanor Elliott,1
Adlyn Estee,1
Frances Carson,1
Robt. Lowe,1
Thomas Corless,1
May Tully,1
Lester Browne,1
Thos. D. Richards,1
James Cunningham,1
"""The Girl from Milwaukee,"" A Remarkable Vocalist Possessing the Biggest Voice in Captivity",1
"Adelaide and J. J. Hughes, In a Selection of Descriptive Dance Stories Conceived and Produced by Themselves",1
"Field Brothers, Four Feet of Eccentric Dancing",1
"Wallace Galvin and His Hands, Presenting Novelties in Pure Sleight-of-Hand, Including His Celebrated ""Laughing Egg Trick""",1
"Val Harris, Rita Boland and Lou Holtz",1
"The McBans, In an Electrical Juggling Novelty",1
"Edgar Berger, The Flexible Equilibrist",1
"Three Hedders, A Trifle More Than Equilibrists",1
"Jack Norworth, The Celebrated Globe Galloper",1
"Chas. Mack, The Well-Liked Celtic Comedian",1
Joe Smith,1
Chas. Mack,1
John Conroy,1
Etta Bastedo,1
"Montambo and Wells, In Acrobatic Funosities",1
"Bendix Ensemble Players: Michel Bernstein, Jacques Shore, Arthur Bernstein, Theo. Bendix",1
"Reine Davies, The American Girl",1
"Peter, ""He Was Born a Monkey But Made Himself a Man""",1
"James and Bonnie Thornton, The Emperor and Empress of Song and Story",1
"Four Original Londons, ""The Champions of the Air""",1
Edward Hemmer,1
Ruth Raynor,1
Wilmott Williams,1
"Ben Beyer and Brother, The Sprinting Messengers",1
Mayme Remington and her Pickaninnies,1
"Bert Melrose, The Man With the Tables",1
"Fred Watson and Rena Santos, Refined Singers and Dancers",1
"Mrs. Gardner Crane and Company, The Plump Dispenser of Laughter",1
"Dave Ferguson, Songs and Stories",1
Night Follies of San Francisco,1
"4 Chung Hwa, Chinese Comedy 4:  Don-Tin-Yaw, Lee-Tung L., Chan Shu Ying, Leong Hu Kon",1
"Bixley and Lerner, The Melba and Caruso of Vaudeville",1
"Odiva, The Sensational Plunging Samoan Nymph",1
L. P. Reinhart,1
Louis Frohoff,1
John Terry,1
A. Jefferson Gorman,1
Harry B. Vokes,1
Gretchen Hartman,1
Emily Muller,1
Estelle West,1
Wm. Bence,1
Charlie Wong,1
Daisy Bruno,1
Mabel Francis,1
Edmond Hayes and Co.,1
"De Witt, Burns and Torrance",1
"Sophie Tucker, The Mary Garden of Ragtime",1
"Clark and Verdi, The Italian Comedians",1
Marie Lo and Her Dresden China Beauties,1
"Minnie Allen, The Little Volcano of Mirth",1
Eddie Foy and Seven Little Foys,1
Miss Leitzel,1
"Don, The Talking Dog",1
Holland and Dockrell,1
"Henry Lewis, A Jolly Juvenile German",1
Isabelle D'Armond and Frank Carter,1
Frank C. Westphal,1
Madge Torrance,1
May Bertram,1
James Ryan,1
Alice Gordon,1
Wm. Beardsley,1
Jeanette ,1
Frank De Witt,1
Cecilia Santon,1
Loney Haskell,1
George Walton,1
John Coleman,1
"The Turners, Acrobatic Roller Skaters",1
"Eveleen Dunsmore, The Magnetic Songstress",1
Bessie and Harriet Rempel,1
"Kate Elinore and Sam Williams, In Their Musical Absurdity, ""The Hunter and The Hunter-ess""",1
"Arthur McWatters and Grace Tyson, (Late Musical Comedy Stars)",1
"Mareena and Delton Brothers, In A Series of Athletic Surprises",1
Ben. Jackson,1
"Smith, Cook and Marie Brandon, ""The Millionaires""",1
"Adele Ritchie, The Dresden China Prima Donna",1
"La Titcomb, The Diamond Queen, ""The Singer on Horseback""",1
"Mortimer MacRae and Gertrude Clegg, The Intruder and the Queen of the Wheel",1
"Paul Kleist and Company, In the ""Land of Dreams""",1
Cameron and O'Connor,1
"Dave Kramer and Geo. Morton, the Two Black Dots",1
Grace Shanley,1
"Vernie Kaufman, European Novelty Cyclist",1
"Harvey and De Vora Trio:  Bert Harvey, Millie De Vora, John Dough Presenting a Novel Comedy Dancing Review",1
"Kluting's Entertainers, A Remarkable Group of Performing Pigeons, Rabbits, Felines and Canines",1
"Harry Linton and Anita Lawrence, The Grouch Destroyers",1
Arthur Sullivan and Company,1
"Mercedes, The Monarch of the Unknown Forces",1
"Ethel Green, Vaudeville's Daintiest Comedienne",1
"Hoey and Lee, Character Parodists",1
"Fatima, One of the Principal Dancing Girls of the Deposed Sultan of Turkey, Abdul Hamid II",1
Arthur Sullivan,1
"Adelaide Mason, Elise Hamilton",1
"Fay Tincher, Olive Carr",1
"Hazel Kirk, Emily Myers",1
"Karl Rosine, The Mysterious",1
"Hickey Brothers, Acrobatic Dancers",1
Philip Barrison,1
"Bobbe and Dale, In a Conference with Songs",1
"George Whiting and Sadie Burt, ""Songsayings""",1
"The Australian Woodchoppers, Jackson and McLaren, Champion Axmen of the World",1
Karl Rosine,1
Eric Kimball,1
Gertrude Shanley,1
Mabelle Adams,1
Jay G. Simms,1
W. A. Thomas,1
Chris Schonberg,1
W. C. Mason,1
Nan De Voe,1
Charles Kennedy,1
Eddie Phelan,1
Florence Mack,1
Elsie Niemeyer,1
Hal Pine,1
William F. Sully,1
Frank Gardner,1
Leslie M. Hunt,1
Claire Vincent,1
Estelle Sully,1
Mrs. Grace Sully,1
Mrs. Crane,1
Mr. Frank Gardner,1
"John E. Sully, Jr.",1
John E. Sully,1
Miss Estelle Sully,1
"Eugene Adams, America's Greatest Hoop Juggler",1
"Harry Linton and Anita Lawrence, The Kapable Komedy Kupple",1
"The Marlo Trio:  Mabel, Ben and Pat, A Novelty in Gymnastics",1
"Laddie Cliff, England's Clever Boy Comedian",1
"Frank Mullane, The Irish-American Hebrew",1
Wilson Brothers:  Frank and Joe,1
"Irene Bercseny, The Gypsy Queen, Cimbal Virtuoso",1
Frank North and Company,1
Mr. and Mrs. Gardner Crane,1
The Five Sullys,1
Mary Pickford,1
Henry E. Dixey,1
Laura Sawyer,1
Cyril Scott,1
Lillie Langtry,1
Carlotta Nillson,1
Chas. Hanlon and Geo. Clifton,1
"La Petite Mignon, Comedienne",1
Jack Devreaux and Company,1
Ceballos and Desmond,1
Victor Stone,1
Doris Wilson and Company,1
"Al Rayno's Bulldogs, Bully Comedians, Introducing A Slide For Life and ""Football Dogs""",1
"Bert Errol, The Lady (?) with the Tetrazzini Voice and Gorgeous Gowns",1
"John C. Rice and Sally Cohen, America's Farceurs",1
"Gertrude Vanderbilt and George Moore, the Dandy Dancers, in Up-to-date Songs and Dances",1
"Will Bingham, Jiu Jitsu Expert",1
George Spink,1
Mabel Gebeau,1
Doris Wilson,1
Dot Wilson,1
Rubie Abbott,1
Eva Condon,1
"Wilson and Aubrey, Comedy Gymnasts and Wrestlers",1
"Daniels and Conrad, Two Youths, a Violin and a Piano",1
"Jere Grady, Frankie Carpenter and Company",1
"Little Billy, Vaudeville's Tiniest Headliner",1
"Ed Wynn, The Boy with the Funny Hat",1
"Gus Van and Joe Schenck, Pennant-Winning Battery of Songland",1
"The Five Idanias, Sensational European Gymnasts",1
Jere Grady,1
Edward Manly,1
Frankie Carpenter,1
George Thompson,1
Frank Wunderlee,1
Robert Jones,1
Ed Wynn,1
Stanley Young,1
Claude West,1
Dorothea Antel,1
"Thiessen's Dogs, Refined Canine Novelty",1
"Violinsky, Wizard of the Piano, Genius on the Violin",1
"Franklyn Ardell, Playing his own Political Satire",1
"Caesar Rivoli, The Greatest Character Representative of the Age, The Man who Changes his Clothes Quicker than a Woman Changes her Mind",1
"Van Hoven, The Dippy, Mad Magician",1
Madame Bertha Kalich,1
"The Kinetophone, Talking-Moving Pictures",1
Edison's Talking Pictures,1
Polzin Brothers,1
Holmes and Buchanan,1
Al. Rayno's Bull Dogs,1
Herzog's Russian Stallions,1
Chick Sale,1
Jesse Lasky,1
Belle Story,1
Three Mori Brothers,1
Van Hoven,1
Franklyn Ardell and Company,1
Courtney Sisters - Fay & Florence,1
Violinsky,1
Thiessen's Dogs,1
Franklyn Ardell,1
Andrew MacQuarrie,1
Mme. Bertha Kalich,1
Bertha Kalich,1
John Harrington,1
Al. Piantadosi,1
Marie Walters,1
"Hanlon, Dean and Hanlon, Comedy Acrobats",1
"E. Bert Kenney, I. R. Nobody and E. Booth Platt, Singers and Comedians",1
"Jack Hazzard, Offering His Best Stories",1
"Robinson Newbold and Marie Gribbin, Songs, Dances, Impersonations",1
Master Gabriel and Company with Al. Lamar,1
"Lydia Barry, Daughter of the Famous Billie Barry",1
Karl Emmy and His Pets,1
Jack Hazzard,1
The Barry Girls,1
Helen Burkett,1
Jos. Merrick,1
Ben Deely,1
Joseph Green ,1
Francis McGinn,1
Herbert Heywood,1
The Harvey Family,1
"Frank ""Slivers"" Oakley",1
Muir,1
Julius Tannen,1
Natalie and Aurie Dagwell,1
"Montambo and Wells, In Acrobatic Funoscities",1
"The Harvey Family, Including Europe's Most Famous Lady Aerialists",1
"Ed. Vinton Presents Buster, The Dog Comedian and Mimic",1
"Les Jonleys, Making an Art of Equilibrism",1
"""Slivers,"" (Frank ""Slivers"" Oakley""), The Famous Barnum & Bailey Clown",1
"Julius Tannen, Chatterbox",1
"Natalie and Aurie Dagwell, In Songs of To-day and Yesterday",1
"The Glockers, Novelty Water Jugglers",1
"Musical Johnstons, Masters of the Xylophone",1
"The Three Leightons, Presenting ""A One Night Stand in Minstrelsy""",1
"General Pisano and Company, The World-Famous Sharp Shooter, The Man who put the ""Bull"" in Bullets",1
"Hal Davis, Inez Macauley and Company",1
"Bobby Clark and Paul McCullough, Tramp Comedians",1
"Horace Wright and Rene Dietrich, the Somewhat Different Singers",1
"Harry Williams and Nat D. Ayer, The Popular Composers",1
"Camille Trio, Grotesque Comedians, In their European Bar Eccentricites",1
General Pisano and Company,1
Fred Duprez,1
Bobby Clark and Paul McCullough,1
Chalk Saunders,1
Reidy and Currier,1
Six Steppers,1
Max Hart,1
Chas. C. Drew and Co.,1
W.H. Murphy and Blanche Nichols,1
Camille Trio,1
Harry Williams and Nat D. Ayer,1
Horace Wright and Rene Dietrich,1
Harry Woodruff,1
Isabelle West,1
Margaret Lotus,1
"Chester Kingston, The Chinese Puzzle",1
"Burkhardt and Gilfoil, Singing and Dancing Duo",1
"Bankoff and Girlie, In Their Own Conception of Modern Dances",1
"Doc. O'Neil, With His Original Laugh Prescription",1
Miss Orford and Her Wonderful Elephants,1
"Mack and Ellis, In An Arrangement of Songs and Dances",1
"Mr. and Mrs. Carter De Haven, ""The King and Queen of Youth""",1
"Harry Hines and George Fox, Sayings and Songs",1
"Gormley and Caffery, Comedy Acrobats",1
Chester Kingston,1
James Cooley,1
Gordon Burby,1
"Jack Wilson, In an Impromptu Revue",1
"Andrew F. Kelly, ""Casey, The Lion""",1
"Joe Keno and Rose Green, In a Musical Whizz, ""Hands Across the Street""",1
"Cotler and Boulden, Clever and Versatile Entertainers",1
Minnie Dupree and Company,1
Captain Chink's Famous Australian Boy Scouts,1
"The Six Kirksmith Sisters, With all the Charm of Youth and Beauty, In a Musical Interlude",1
Frank Stacy,1
Edmond Hayes,1
Claud Usher,1
Fannie Usher,1
By Himself,1
Edmond Hayes and Company,1
Clark and Verdi,1
Maria Lo and Company,1
Eddie Foy with The Seven Little Foys,1
"Henry Lewis, In a Vaudeville Cocktail",1
"Holland and Dockrell, European Equestrian Novelty",1
"Miller, Moore and Peters:  Mirth and Melody",1
Will and Kemp,1
"Chas. Ledegar, The Flying Dutchman",1
"Billy Smythe and Marie Hartman, In Their Own Original Comic Songs",1
"The Four Rianos, The Standard Comedy Novelty Act of America",1
"Harry Breen, The Singing Comedian, The Rapid Fire Song Writer",1
"James B. Donovan and Charles M. McDonald, Long Live the Irish--Here's Two Real Ones",1
"John J. McGraw, Manager of the New York Giants, The Napoleon of Baseball",1
"Three Parrell Sisters, Marvels of Gymnastic Skill",1
"Williams, Thompson and Copeland",1
La Belle Victoria,1
Florence Roberts and Co.,1
The News of the World,1
Three Parrell Sisters,1
John J. McGraw,1
James B. Donovan and Charles M. McDonald,1
Paul Nicholson,1
Miss Norton,1
Harry Breen,1
The Four Rianos,1
Billy Smythe and Marie Hartman,1
Chas. Ledgar,1
Ted Snyder,1
"The Zanettos, Comedy Jugglers",1
Eva Taylor and Company,1
"Nellie Waring, England's Sparkling and Dainty Comedienne",1
"Lew Hawkins, The Chesterfield of Minstrelsy",1
"The Apollo Trio, Powerful Athletes in Their Wonderful Bronze Posing",1
DeVine and Williams,1
"Ed. F. Reynard, The Ventriloquist with a Production",1
"Willa Holt Wakefield, The Lady at the Piano",1
Big City Four,1
Leo Edwards,1
Geo. D. Baker,1
Lawrence Grattan,1
James William FitzPatrick,1
Hirsch,1
Edward Gillespie,1
John O'Keefe,1
Edith Shayne,1
Rockcliffe Fellowes,1
Edith MacBride,1
Harold Grau,1
Florence Daniels,1
Mr. Beban,1
Kelly,1
The Zanettos,1
Mr. Lawrence Grattan,1
Mr. Geo. D. Baker,1
Miss Ivy Benton,1
Miss Eva Taylor,1
William Friend and Amy Lesser,1
"Clark Martinetti and Joe Sylvester, The Boys With the Chairs",1
"Berton Churchill, The Eminent Shakespearean Actor",1
"Dainty Marie, The Petite, Piquante Chanteuse and Aerialiste in Her Scintillating Continental Feature",1
"Milt Collins, The Speaker of the House",1
Mr. and Mrs. Jimmie Barry,1
Gus Edward and His Song Revue of 1913,1
Joe Sylvester,1
Clark Martinetti,1
William Friend,1
Jimmie Barry,1
Mrs. Jimmie Barry,1
Rea Martin,1
Marie Laure,1
"Charles D. Weber, The Eccentric Juggler",1
"Juliet?, Humorous Character Studies from Life",1
Jack Kennedy & Co.,1
"Hoey and Lee, Witty Talk --Funny Parodies",1
Thomas A. Wise & Company,1
"Lee White and George Perry, Smiling Singers of Smiling Songs",1
Loughlin's Novelty Dog Act,1
Jack Kennedy,1
Chauncey Monroe,1
Virginia Reynolds,1
Thos. A. Wise,1
William Black,1
Molise Campion,1
John Reidy,1
"Chalk Saunders, Cartoonist",1
"John Reidy and Elsie Currier, Presenting their Smart Muscial Numbers",1
"Cadets de Gascogne, Quartette Francaise",1
W. H. Murphy and Blanche Nichols,1
"The Six Steppers, Brothers and Sisters",1
"Joe Jackson, The European Vagabond",1
"Truly Shattuck, In a Repertoire of Songs",1
"J. Francis Dooley, In a New Version of ""Pavement Patter""",1
"Kluting's Entertainers, A Remarkable Group of Performing Pigeons, Rabbits, Cats and Dogs",1
W.H. Murphy,1
Dennos Brothers,1
Dennos Sisters,1
Brothers and Sisters,1
Charles Reisner,1
Original Four Londons,1
"Brown, Harris and Brown",1
Theo. Bendix Ensemble Players,1
Jas. Thornton,1
Peter,1
Aurelio Coccia,1
Sig. A. Ranghelli,1
Miss D. Harlow,1
W. H. Murphy,1
Blanche Nichols,1
Lillian Palmer,1
Alfred Hollingsworth,1
Henry Crowe,1
A. Dolgi,1
A. Leone,1
Helen Dunn,1
D. Harlow,1
A. Ranghelli,1
Yuki Yamakura,1
F. Vennum,1
Carl Duke,1
Lewis F. Muir,1
Ruby Hoffman,1
Harry Prew ,1
Hazel Rosewood ,1
"Bertish, The Ideal Athlete",1
Leona Thurber and Harry Madison,1
Artie Mehlinger,1
"George McKay and John Cantrell, Two Jolly Fellows, A Breeze From Broadway",1
Willard Simms and Company,1
"Haydn, Dunbar and Haydn, Artistic Oddities",1
"The Max Welson Troupe, European Novelty Gymnastic Wonders",1
Leander de Cordova,1
Wm. W. Cohill,1
George Daglenn,1
George Fisher,1
Willard Simms,1
Eugene Robinson,1
Mr. Wm Dillon,1
"De Voie Trio, Athletes, Featuring the Famous De Voie Tricks",1
Mayme Remington And Her Picks,1
"Herbert Ashley and Al Canfield, In a Novel Idea",1
"Reine Davies, The American Beauty",1
"The Great Asahi, Presenting Feats of Magic, Mystery and Risley",1
Madge Terry (Mrs. Gardner Crane),1
"Claude Golden, Australian Card Expert",1
Paul McAllister and Company,1
"Laddie Cliff, England's Boy Comic",1
Herbert's Loop-the-Loop and Leaping Canines,1
Mayme Remington,1
Katherine Blair,1
Jean Eyrington,1
Mr. Fisher,1
Miss Scoville,1
"Frawley and Hunt, Sensational Comedy Gymnasts",1
"Pietro, The Wizard of Instrumentalists",1
"The Farber Girls, Constance and Irene, Society's Dainty Entertainers",1
Add. Hoyt's Minstrels,1
"R. L. Goldberg, Cartoonist of the New York Evening Mail",1
Johnny Cantwell and Reta Walker,1
Harry Tighe and his Collegians,1
"Belle Baker, Character Singer",1
Lulu McConnell,1
Frank Sheridan,1
Mary Stockwell,1
Ubert Carlton,1
Frank Ebright,1
Jack Ryan,1
Lorraine Lester,1
Rae Fenton and Her Yankee Lads,1
"Mr. and Mrs. Mark Murphy, ""The Evergreen Favorites""",1
"Adolph Zink, The Little Man with the Big Act",1
"Wilbur Mack and Nella Walker, The Musical Comedy Stars",1
S. Miller Kent and Company,1
"George W. Cunningham and Herman Marion In ""An Acrobatic Talkfest""",1
Miss Kathryn Kidder and Company,1
Gertrude Vanderbilt and George Moore In Up-to-Date Songs and Dances,1
Madame Olga Petrova,1
"Conroy and Le Maire, Vaudeville's Favorite Blackface Comedians",1
"Ella Bradna and Fred. Derrick, Novelty Double Bareback Riding Act",1
Mark Murphy,1
S. Miller Kent,1
James M. Parks,1
Walter Wilson,1
Kathryn Kidder,1
"Tom Penfold and Henry Marshall, Two Men--Some Songs--and a Piano",1
Laurette Taylor and her Company,1
May Irwin and her Company,1
Estelle Liebling,1
De Wolf Hopper,1
H. B. Warner and his Company,1
"Julia Sanderson And Her ""Sunshine"" Girls",1
Metropolitan Opera House Ballet,1
"Borani and Nevaro Present Scotty, the World's Greatest Performing Dog",1
Walter Law and his Company,1
Herbert Ashley and Al Lee,1
Tom Penfold and Henry Marshall,1
Mr. Walter Law and his Company,1
"Scotty, The World's Greatest Performing Dog",1
Gus Chandler,1
Walter Law,1
Yvonne Marvin,1
Edwin Caldwell,1
Votteler,1
Mr. Harry Wood,1
Mrs. James,1
Bennett Southard,1
"Woods and Woods Trio, Featuring Miss Ollie Woods",1
"Edward Jolly and Winifred Wild, Just One Fool Thing After Another",1
"Mosher, Hayes and Mosher, Comedy Wheelmen",1
"Gordon and Marx, ""Two Jolly Germans""",1
Sam Chip and Mary Marble,1
Herman Timberg,1
